MongoDB shell version: 2.4.9
connecting to: test
xaxis,yaxis,zaxis
0.0808043107390404,-0.00778115540742874,9.17637634277344
0.106541976332665,-0.0891840159893036,9.61870574951172
0.092176765203476,-0.0401028767228127,9.41459941864014
0.092176765203476,-0.0401028767228127,9.41459941864014
0.0754173547029495,-0.0430956296622753,9.41998672485352
0.0843956097960472,-0.0700303986668587,9.48582744598389
0.0933738648891449,-0.0538695380091667,9.37270069122314
0.0897825658321381,-0.0574608407914639,9.38407325744629
0.116717331111431,-0.00359130254946649,9.27214431762695
-1.60231947898865,2.04165554046631,9.09976196289063
-1.64421796798706,2.09851789474487,9.01057815551758
-1.71903681755066,2.14340901374817,8.95132160186768
-1.79385566711426,2.18530750274658,8.95192050933838
-1.88782799243927,2.25294375419617,8.90044498443604
-1.944091796875,2.29723644256592,8.88428401947022
-1.99377143383026,2.32895970344543,8.92977333068848
-2.05063366889954,2.31758713722229,8.94473743438721
-2.05063366889954,2.31758713722229,8.94473743438721
-2.08534979820251,2.31399583816528,8.88248825073242
-2.0937294960022,2.27329444885254,8.81604957580566
-2.03327584266663,2.21523523330688,8.81006336212158
-1.93152225017548,2.1577742099762,8.84657573699951
-1.83515560626984,2.07397723197937,8.89206504821777
-1.70467162132263,2.00394678115845,8.93456172943115
-1.62087452411652,1.97641348838806,9.00698661804199
-1.5771803855896,1.944091796875,9.15482902526856
-1.57598328590393,1.92433965206146,9.26017379760742
-1.55443549156189,1.90997445583344,9.36791229248047
-1.5406688451767,1.87645554542542,9.4445276260376
-1.58496153354645,1.87346279621124,9.37090587615967
-1.59693253040314,1.91177010536194,9.30207252502441
-1.63464117050171,1.93152225017548,9.25658226013184
-1.70646727085114,1.97162508964539,9.15901851654053
-1.76452660560608,1.99257433414459,9.12250709533691
-1.79565131664276,1.9961656332016,9.1045503616333
-1.79864406585693,2.05542206764221,9.10095882415772
-1.8154034614563,2.0380642414093,9.1452522277832
-1.82019186019897,2.05302786827087,9.14106178283691
-1.80702376365662,2.04165554046631,9.13747119903564
-1.78966581821442,2.02609324455261,9.19193840026856
-1.77290630340576,2.01412224769592,9.21707820892334
-1.75494980812073,2.02010774612427,9.24700546264648
-1.75913965702057,2.01711487770081,9.24102020263672
-1.80941796302795,2.00095415115356,9.18296051025391
-1.83575415611267,2.01531934738159,9.11352920532227
-1.88303959369659,2.06320333480835,9.07881259918213
-1.91057300567627,2.07218146324158,9.01297187805176
-1.93571209907532,2.09612369537354,8.90942287445068
-1.95007729530334,2.12724828720093,8.85315895080566
-1.96743524074554,2.13981771469116,8.8687219619751
-1.99377143383026,2.14460611343384,8.92199230194092
-1.99377143383026,2.14460611343384,8.92199230194092
-1.98718738555908,2.15059161186218,9.0057897567749
-1.94169759750366,2.14161348342895,9.13387966156006
-1.94109904766083,2.1320366859436,9.21228981018066
-1.9093759059906,2.07637143135071,9.21887397766113
-1.84473240375519,2.07337856292725,9.13806915283203
-1.76692080497742,2.05123233795166,9.04110431671143
-1.75554835796356,2.04105687141418,8.9680814743042
-1.76332950592041,2.04644393920898,8.91481018066406
-1.79505276679993,2.06619596481323,8.9249849319458
-1.87465989589691,2.11826992034912,8.98843193054199
-1.99676418304443,2.15538001060486,9.12310600280762
-2.07397723197937,2.18710327148437,9.21288776397705
-2.11587572097778,2.18710327148437,9.25358963012695
-2.11168599128723,2.15059161186218,9.24161815643311
-2.05602073669434,2.08894109725952,9.16201114654541
-1.95725989341736,2.03985977172852,9.06803894042969
-1.8710685968399,2.02310037612915,9.03152751922607
-1.8154034614563,2.03626847267151,8.98124885559082
-1.82138895988464,2.06619596481323,8.96389102935791
-1.85251355171204,2.08534979820251,8.98304462432861
-1.89501059055328,2.10151052474976,9.08060836791992
-1.94708454608917,2.10031342506409,9.10814189910889
-1.95606279373169,2.09073662757874,9.18355941772461
-1.95845699310303,2.08774399757385,9.19912147521973
-1.96264684200287,2.08534979820251,9.22126770019531
-1.95127439498901,2.07038593292236,9.2254581451416
-1.93631064891815,2.04165554046631,9.14764595031738
-1.96623814105988,2.03926134109497,9.09976196289063
-1.97401928901672,2.06859016418457,9.06325054168701
-1.98778593540192,2.08774399757385,9.00997924804688
-2.00095415115356,2.13323378562927,8.97825622558594
-2.01651644706726,2.16495680809021,8.97646045684814
-2.00813674926758,2.1978771686554,8.95132160186768
-2.00813674926758,2.1978771686554,8.95132160186768
-2.00155258178711,2.1978771686554,8.92079544067383
-1.96085119247437,2.17752647399902,8.88847351074219
-1.93810629844666,2.15717577934265,8.91481018066406
-1.92194545269012,2.18051910400391,8.94174480438232
-1.94528889656067,2.18171620368958,9.03691387176514
-1.97940623760223,2.21523523330688,9.06384944915772
-2.01472067832947,2.23798012733459,9.11711978912354
-2.03926134109497,2.25054955482483,9.11532402038574
-2.0829553604126,2.25952792167664,8.98962879180908
-2.0189106464386,2.20086979866028,8.93216800689697
-1.90039765834808,2.17932200431824,8.97646045684814
-1.8501193523407,2.11946702003479,9.02135181427002
-1.85790050029755,2.0937294960022,8.9471321105957
-1.81600201129913,2.02429747581482,9.03452014923096
-1.77111065387726,2.16435837745666,9.23623180389404
-1.944091796875,2.11647439002991,9.04110431671143
-1.99676418304443,2.16256260871887,8.98364353179932
-1.92613530158997,2.22301626205444,9.10036087036133
-2.02429747581482,2.13443088531494,9.17039108276367
-2.02968454360962,2.13024091720581,9.23443603515625
-2.01172804832458,2.15837287902832,9.10634613037109
-2.03746557235718,2.17273807525635,8.89864921569824
-2.05542206764221,2.16435837745666,8.79270553588867
-2.04644393920898,2.17333650588989,8.87470722198486
-2.02729034423828,2.15837287902832,8.93276691436768
-2.02848744392395,2.16914677619934,8.99381828308106
-2.0189106464386,2.14700031280518,9.12490081787109
-1.99915838241577,2.13742351531982,9.20450878143311
-2.00574254989624,2.11647439002991,9.23204135894775
-2.00873517990112,2.10450339317322,9.2224645614624
-1.97222363948822,2.11886858940125,9.20450878143311
-1.97521638870239,2.1074960231781,9.13148498535156
-1.96803379058838,2.09073662757874,9.03272438049316
-1.96803379058838,2.09073662757874,9.03272438049316
-1.92793095111847,2.06320333480835,8.93156909942627
-1.90398895740509,2.0673930644989,8.89266395568848
-1.91476285457611,2.06200623512268,8.90822601318359
-1.94768309593201,2.08115983009338,8.97945308685303
-1.99556708335876,2.11707282066345,9.04768848419189
-2.03746557235718,2.16076707839966,9.09377670288086
-2.05841493606567,2.19727849960327,9.05008220672607
-2.08115983009338,2.2170307636261,9.00100135803223
-2.07397723197937,2.22900176048279,8.95551109313965
-2.06859016418457,2.23199462890625,8.95251846313477
-2.05123233795166,2.21403813362122,8.93815326690674
-2.04464817047119,2.20446109771729,8.97047519683838
-2.04045844078064,2.18051910400391,8.99381828308106
-2.03327584266663,2.16914677619934,8.97526359558106
-2.04105687141418,2.14819741249084,8.93396377563477
-2.0135235786438,2.14999318122864,8.93635749816895
-1.95905554294586,2.14879608154297,9.03452014923096
-1.96204829216003,2.13443088531494,9.10275459289551
-1.94109904766083,2.11348152160645,9.13028812408447
-1.90099620819092,2.09672212600708,9.16679954528809
-1.85490775108337,2.09073662757874,9.16141319274902
-1.7980455160141,2.08056116104126,9.1440544128418
-1.77290630340576,2.08355402946472,9.11831760406494
-1.7561469078064,2.07457566261291,9.0859956741333
-1.74357736110687,2.05482363700867,9.08479881286621
-1.73998606204987,2.02369904518127,9.11293029785156
-1.75195705890656,2.0135235786438,9.11532402038574
-1.75435125827789,2.00035548210144,9.15183639526367
-1.77769482135773,2.00514388084412,9.18296051025391
-1.83156430721283,2.0380642414093,9.147047996521
-1.89441204071045,2.05063366889954,9.11831760406494
-1.90159475803375,2.07936406135559,9.08838939666748
-1.89201784133911,2.10809469223022,9.05008220672607
-1.91296720504761,2.13143801689148,9.04888534545898
-1.91296720504761,2.13143801689148,9.04888534545898
-1.89920043945313,2.11826992034912,9.07641887664795
-1.92074835300446,2.07876563072205,9.11173343658447
-1.90099620819092,2.07457566261291,9.11113452911377
-1.89261639118195,2.05482363700867,9.12310600280762
-1.88603234291077,2.02848744392395,9.10155773162842
-1.85849905014038,2.03567004203796,9.10095882415772
-1.83754980564117,2.05422496795654,9.07163047790527
-1.8519150018692,2.07577276229858,9.0644474029541
-1.87825119495392,2.09313082695007,9.03272438049316
-1.91536140441895,2.10450339317322,9.01656341552734
-1.91715705394745,2.09971499443054,9.03092861175537
-1.93631064891815,2.10989022254944,9.02494335174561
-1.93571209907532,2.11527729034424,9.05546951293945
-1.90638315677643,2.13143801689148,9.08180522918701
-1.89680624008179,2.1230583190918,9.09377670288086
-1.8674772977829,2.12186121940613,9.09796619415283
-1.85969614982605,2.0919337272644,9.04469585418701
-1.83395850658417,2.06978726387024,9.05487060546875
-1.83814835548401,2.05841493606567,9.08360099792481
-1.84772515296936,2.05242943763733,9.06744003295898
-1.86508309841156,2.04524683952332,9.09976196289063
-1.88902509212494,2.06799173355103,9.13208389282227
-1.92793095111847,2.06499886512756,9.15004062652588
-1.95187294483185,2.07696986198425,9.1446533203125
-1.92972660064697,2.07936406135559,9.12490081787109
-1.90039765834808,2.0973207950592,9.06384944915772
-1.88064539432526,2.11228442192078,9.02913284301758
-1.87465989589691,2.1074960231781,9.02015495300293
-1.8848352432251,2.08594822883606,9.01237392425537
-1.88962364196777,2.08594822883606,9.03272438049316
-1.91476285457611,2.09612369537354,9.0668420791626
-1.93571209907532,2.08415269851685,9.06025791168213
-1.93451499938965,2.08056116104126,9.13088703155518
-1.93451499938965,2.08056116104126,9.13088703155518
-1.92972660064697,2.09313082695007,9.14345645904541
-1.90877735614777,2.07756853103638,9.1452522277832
-1.89680624008179,2.053626537323,9.13088703155518
-1.8866308927536,2.03686714172363,9.08719253540039
-1.86867439746857,2.05721783638,9.06384944915772
-1.83096575737,2.05542206764221,9.04469585418701
-1.83934545516968,2.09073662757874,9.04708957672119
-1.86867439746857,2.0829553604126,9.06145477294922
-1.89201784133911,2.08415269851685,9.09617042541504
-1.89860188961029,2.08415269851685,9.07163047790527
-1.92314255237579,2.053626537323,9.06145477294922
-1.9111715555191,2.06679463386536,9.04230117797852
-1.90039765834808,2.0883424282074,9.03092861175537
-1.92014980316162,2.08774399757385,9.06923580169678
-1.92254400253296,2.08415269851685,9.07941150665283
-1.90518605709076,2.05721783638,9.06803894042969
-1.90039765834808,2.04404973983765,9.08958721160889
-1.88962364196777,2.04704236984253,9.09736824035645
-1.85071790218353,2.05781626701355,9.08300304412842
-1.85430920124054,2.07517433166504,9.10874080657959
-1.86448454856873,2.08894109725952,9.123703956604
-1.87585699558258,2.08415269851685,9.13208389282227
-1.87645554542542,2.07397723197937,9.12250709533691
-1.86388599872589,2.06559753417969,9.08300304412842
-1.85670340061188,2.07218146324158,9.06744003295898
-1.84772515296936,2.04943656921387,9.04888534545898
-1.82677590847015,2.03507137298584,9.01057815551758
-1.82438170909882,2.0380642414093,9.01297187805176
-1.8171991109848,2.03985977172852,9.03152751922607
-1.84832370281219,2.06260466575623,9.03392124176025
-1.86807584762573,2.0727801322937,9.0853967666626
-1.87944829463959,2.06440043449402,9.13387966156006
-1.8501193523407,2.04464817047119,9.11951446533203
-1.8501193523407,2.04464817047119,9.11951446533203
-1.80283391475678,2.03387427330017,9.14585018157959
-1.80462956428528,1.99975693225861,9.16919422149658
-1.7753005027771,1.98599028587341,9.15662479400635
-1.74776721000671,1.98239898681641,9.15123748779297
-1.74657011032105,1.98120188713074,9.105149269104
-1.74657011032105,2.00394678115845,9.11891555786133
-1.75435125827789,2.00095415115356,9.14824485778809
-1.78787016868591,1.99556708335876,9.11951446533203
-1.81121361255646,1.99257433414459,9.105149269104
-1.80462956428528,2.01412224769592,9.08060836791992
-1.77410340309143,2.03567004203796,9.08719253540039
-1.78906726837158,2.04943656921387,9.12310600280762
-1.81600201129913,2.01112937927246,9.16500377655029
-1.84772515296936,1.99855983257294,9.18355941772461
-1.83096575737,2.00873517990112,9.12789440155029
-1.79505276679993,2.01771354675293,9.10933876037598
-1.80642521381378,2.02369904518127,9.11412715911865
-1.80822086334229,2.01771354675293,9.15542697906494
-1.82079041004181,2.02250194549561,9.11891555786133
-1.81959331035614,2.00933384895325,9.04649066925049
-1.81420636177063,2.03985977172852,9.05786323547363
-1.82438170909882,2.03567004203796,9.09018516540527
-1.85071790218353,2.02369904518127,9.12310600280762
-1.82857155799866,2.01412224769592,9.12669658660889
-1.86029469966888,2.01412224769592,9.18655204772949
-1.85311210155487,2.00634098052979,9.15123748779297
-1.79445421695709,2.00993227958679,9.11891555786133
-1.76332950592041,1.99137723445892,9.08719253540039
-1.76033675670624,2.00933384895325,9.07163047790527
-1.78128612041473,2.01771354675293,9.11293029785156
-1.80822086334229,2.01172804832458,9.15123748779297
-1.81001651287079,2.02250194549561,9.14166069030762
-1.82378315925598,2.04764103889465,9.14585018157959
-1.82378315925598,2.04764103889465,9.14585018157959
-1.8154034614563,2.05721783638,9.11233139038086
-1.83635270595551,2.05242943763733,9.10993766784668
-1.82258605957031,2.04404973983765,9.07581996917725
-1.79385566711426,2.03148007392883,9.05846214294434
-1.76033675670624,2.02788877487183,9.10874080657959
-1.75375270843506,2.0135235786438,9.10095882415772
-1.76213240623474,2.00394678115845,9.08898830413818
-1.77829337120056,1.99855983257294,9.09257984161377
-1.78727161884308,2.00693964958191,9.08240413665772
-1.83216285705566,2.02549457550049,9.11652183532715
-1.87825119495392,2.05961203575134,9.1260986328125
-1.87705409526825,2.06619596481323,9.14944171905518
-1.85849905014038,2.05961203575134,9.15123748779297
-1.86568164825439,2.06559753417969,9.06384944915772
-1.85430920124054,2.05901336669922,9.03033065795898
-1.8327614068985,2.01472067832947,8.99860668182373
-1.80462956428528,2.01591777801514,9.00818347930908
-1.80762231349945,2.02250194549561,9.04888534545898
-1.80762231349945,2.02130484580994,9.08779144287109
-1.7980455160141,1.99676418304443,9.165602684021
-1.78966581821442,2.02310037612915,9.19074153900147
-1.78427886962891,2.01651644706726,9.22605609893799
-1.7824832201004,2.01531934738159,9.21348667144775
-1.76273095607758,2.00035548210144,9.15662479400635
-1.7806875705719,2.00274968147278,9.13208389282227
-1.81061506271362,2.00035548210144,9.13328075408936
-1.82857155799866,1.99975693225861,9.1069450378418
-1.81241071224213,2.00753808021545,9.10335350036621
-1.81480491161346,2.0135235786438,9.08240413665772
-1.82737445831299,2.0189106464386,9.07103157043457
-1.81899476051331,2.02130484580994,9.09138202667236
-1.80941796302795,2.02729034423828,9.08659362792969
-1.8327614068985,2.03327584266663,9.07821464538574
-1.8327614068985,2.03327584266663,9.07821464538574
-1.82857155799866,2.00933384895325,9.05666637420654
-1.82198750972748,2.00574254989624,9.05187797546387
-1.80043971538544,2.01053094863892,9.05187797546387
-1.79744696617126,2.00274968147278,9.07342624664307
-1.78846871852875,1.98120188713074,9.04888534545898
-1.75075995922089,2.00634098052979,8.86094093322754
-1.75554835796356,1.98479318618774,9.01057815551758
-1.74716866016388,2.00873517990112,9.02733707427979
-1.72442376613617,2.0189106464386,9.0644474029541
-1.7405846118927,2.0189106464386,9.10395240783691
-1.71424841880798,2.05482363700867,9.17877101898193
-1.7735048532486,2.00693964958191,9.17218685150147
-1.78667306900024,1.99257433414459,9.23682975769043
-1.77949047088623,2.01531934738159,9.33259868621826
-1.7824832201004,2.03028297424316,9.30985355377197
-1.82138895988464,2.0189106464386,9.22186660766602
-1.84892225265503,2.04644393920898,9.2033109664917
-1.99257433414459,2.07756853103638,9.1823616027832
-2.00753808021545,2.10689759254456,9.24580860137939
-1.88124394416809,2.09552502632141,9.20091724395752
-1.84652805328369,2.06799173355103,9.16081428527832
-1.86568164825439,2.02609324455261,9.25658226013184
-2.00394678115845,1.82737445831299,9.45829391479492
-2.07457566261291,1.73160636425018,9.56543445587158
-2.11228442192078,1.67354702949524,9.48044013977051
-1.88543379306793,1.7788919210434,9.47744750976563
-1.9093759059906,1.66816008090973,9.57680702209473
-2.1924901008606,1.34673845767975,9.80425548553467
-2.48338580131531,0.891840159893036,9.97005462646484
-2.53126978874207,0.643441677093506,9.71148109436035
-2.07936406135559,1.76572370529175,9.5815954208374
-1.01214873790741,3.1387984752655,9.51515579223633
-0.468664973974228,3.75769948959351,9.0458927154541
-0.468664973974228,3.75769948959351,9.0458927154541
-0.964264750480652,3.17231726646423,8.75499725341797
-1.4293384552002,2.58274507522583,9.11472606658936
-1.59693253040314,2.18710327148437,9.37689113616943
-1.88363814353943,1.55204129219055,9.73123264312744
-2.22720623016357,0.484227299690247,9.39424896240234
-2.08175826072693,0.0634463429450989,9.53430938720703
-1.12647187709808,0.680551826953888,9.81622695922852
-0.125097036361694,1.61848032474518,9.3433723449707
0.736217021942139,2.4642322063446,8.49462795257568
1.68611657619476,3.2830491065979,8.16063690185547
2.42592477798462,3.77026915550232,8.11095714569092
2.6240451335907,3.77805018424988,7.7278847694397
2.51271462440491,3.46321272850037,7.42382097244263
2.3247697353363,3.0951042175293,7.63151788711548
2.16196417808533,2.71861600875854,8.22887134552002
2.11467862129211,2.35170459747314,8.38389587402344
2.22600913047791,2.51032042503357,8.49702167510986
2.2224178314209,2.32836103439331,8.49821853637695
2.0518307685852,2.04644393920898,8.42818832397461
2.06559753417969,2.06559753417969,8.85734939575195
2.0326771736145,2.05302786827087,8.99381828308106
1.88902509212494,1.84772515296936,8.93516063690186
1.79026436805725,1.67833542823792,9.06325054168701
1.50355863571167,1.56640648841858,9.30985355377197
1.45088624954224,1.5789760351181,9.00339508056641
1.62027597427368,1.62326872348785,8.87410831451416
1.91655850410461,1.85430920124054,8.50420475006104
1.20548057556152,1.45687174797058,9.04828643798828
0.59855043888092,1.16956758499146,9.89882659912109
0.305260717868805,1.14083707332611,10.4818153381348
0.55365914106369,1.26294136047363,10.806827545166
0.902614057064056,1.42455005645752,10.792462348938
1.1755530834198,1.47782099246979,10.2735195159912
1.1755530834198,1.47782099246979,10.2735195159912
1.19530522823334,1.4293384552002,9.79886913299561
1.08457338809967,1.38624274730682,9.64863300323486
1.02292263507843,1.34613990783691,9.61092376708984
1.11270523071289,1.41078341007233,9.59955215454102
1.23899936676025,1.58436298370361,9.67736339569092
1.2467805147171,1.63284552097321,9.54029560089111
1.15759646892548,1.64182376861572,9.31883144378662
1.12108492851257,1.70946002006531,9.09257984161377
1.13245737552643,1.78368031978607,8.90224075317383
1.11390233039856,1.85550630092621,8.77534770965576
1.07260239124298,1.90039765834808,8.72327423095703
0.991798043251038,1.89920043945313,8.70232486724854
0.891241610050201,1.88543379306793,8.72327423095703
0.817021310329437,1.85730195045471,8.75260257720947
0.710479378700256,1.84114110469818,8.80108547210693
0.602740287780762,1.80941796302795,8.91481018066406
0.618302583694458,1.91177010536194,9.06863784790039
0.474051922559738,1.76392805576324,9.33020401000977
0.271143347024918,1.58974993228912,9.47026443481445
0.241215825080872,1.5753847360611,9.482834815979
0.152630358934402,1.40479779243469,9.59835433959961
0.20530278980732,1.47482824325562,9.63127517700195
0.231040462851524,1.42155730724335,9.70729064941406
0.0694318488240242,1.2467805147171,9.79527759552002
0.00658405479043722,1.24259066581726,9.79886913299561
0.0239420160651207,1.29945302009583,9.81143856048584
0.0305260717868805,1.31321966648102,9.78210926055908
0.0293289702385664,1.3215993642807,9.72464847564697
0.0514753349125385,1.37008190155029,9.67137813568115
0.102352119982243,1.38743984699249,9.61331844329834
0.127491235733032,1.3736732006073,9.56483554840088
0.163404271006584,1.392826795578,9.57201862335205
0.213682502508163,1.4137761592865,9.54687881469727
0.241814374923706,1.42993700504303,9.47445487976074
0.241814374923706,1.42993700504303,9.47445487976074
0.262165099382401,1.44130945205688,9.37689113616943
0.308253467082977,1.42754280567169,9.22605609893799
0.352546215057373,1.42335295677185,9.20271301269531
0.369904160499573,1.39462244510651,9.19253730773926
0.394444733858109,1.36110365390778,9.19253730773926
0.417189657688141,1.34314715862274,9.17877101898193
0.416591107845306,1.32399356365204,9.13088703155518
0.393846184015274,1.31381821632385,9.12968921661377
0.356736063957214,1.30543851852417,9.14285755157471
0.328604191541672,1.30304431915283,9.20450878143311
0.268150597810745,1.2814964056015,9.26855373382568
0.223857864737511,1.28209495544434,9.35713863372803
0.172382518649101,1.27311670780182,9.55346298217773
0.104746326804161,1.279700756073,9.78809547424316
-0.00718260509893298,1.25216746330261,9.94671058654785
-0.076015904545784,1.22164142131805,9.897629737854
-0.123899936676025,1.23720371723175,9.82759952545166
-0.121505737304688,1.25755441188812,9.75457668304443
-0.10594342648983,1.29526317119598,9.61212158203125
-0.118512980639935,1.30543851852417,9.46248340606689
-0.110731825232506,1.30723416805267,9.40801525115967
-0.110731825232506,1.3198037147522,9.38646793365479
-0.0808043107390404,1.29466462135315,9.34456920623779
-0.0592564903199673,1.29765737056732,9.3218240737915
-0.0119710080325603,1.27132105827332,9.30626201629639
0.0263362191617489,1.25755441188812,9.31344413757324
0.0335188247263432,1.22463417053223,9.30446624755859
0.0532709881663322,1.20248782634735,9.29429054260254
0.0706289485096931,1.18752408027649,9.30087471008301
0.0718260481953621,1.16597628593445,9.3828763961792
0.0766144543886185,1.1546037197113,9.39424896240234
0.0562637411057949,1.16956758499146,9.39005947113037
0.0562637411057949,1.16956758499146,9.39005947113037
0.0580593906342983,1.15639936923981,9.38048267364502
0.0556651912629604,1.15400516986847,9.34397029876709
0.059855043888092,1.15759646892548,9.34995651245117
0.031124621629715,1.1510124206543,9.35115337371826
0.00658405479043722,1.14801967144012,9.42417621612549
-0.0401028767228127,1.11928927898407,9.5007905960083
-0.0652419999241829,1.10851538181305,9.54209041595459
-0.0377086773514748,1.08996033668518,9.57261657714844
-0.0131681095808744,1.05943429470062,9.66718769073486
-0.0478840321302414,1.06362414360046,9.72405052185059
-0.0592564903199673,1.04746329784393,9.70010852813721
-0.0562637411057949,1.02890813350678,9.64504146575928
-0.0484825856983662,1.03908348083496,9.5600471496582
-0.0430956296622753,1.04566764831543,9.49899482727051
-0.0490811355412006,1.03190088272095,9.44332981109619
-0.0748188048601151,1.02950668334961,9.45170974731445
-0.0915782153606415,1.02112698554993,9.47924327850342
-0.0891840159893036,1.00915598869324,9.45410442352295
-0.0682347491383553,1.01693713665009,9.43255615234375
-0.0670376494526863,1.00137484073639,9.4038257598877
-0.0712274983525276,0.984615445137024,9.35534286499023
-0.0688332989811897,0.985213994979858,9.3218240737915
-0.0454898327589035,0.998382091522217,9.27274322509766
-0.0389057770371437,0.974440097808838,9.25777912139893
-0.090979665517807,0.957680702209473,9.30745887756348
-0.12449848651886,0.946906745433807,9.46188545227051
-0.151433259248734,0.928351700305939,9.64204883575439
-0.185550630092621,0.886453151702881,9.81443119049072
-0.187944829463959,0.873285055160522,9.88625717163086
-0.177170932292938,0.857722759246826,9.90960121154785
-0.147841960191727,0.858321309089661,9.81263542175293
-0.107739076018333,0.879270553588867,9.62289524078369
-0.0748188048601151,0.893635809421539,9.48762321472168
-0.0748188048601151,0.893635809421539,9.48762321472168
-0.0430956296622753,0.902614057064056,9.38826370239258
-0.0532709881663322,0.925358951091766,9.31404304504395
-0.0700303986668587,0.942716896533966,9.32900714874268
-0.107140526175499,0.947505295276642,9.39903736114502
-0.1179144307971,0.94989949464798,9.43494987487793
-0.145447745919228,0.945709645748138,9.47924327850342
-0.129286885261536,0.945709645748138,9.53071880340576
-0.11911153793335,0.9546879529953,9.51276206970215
-0.0957680642604828,0.928950250148773,9.48403167724609
-0.0586579404771328,0.939724147319794,9.49061584472656
-0.0269347690045834,0.926556050777435,9.45709705352783
-0.0502782352268696,0.910395205020905,9.49779796600342
-0.0622492432594299,0.900219857692719,9.53730201721191
-0.0682347491383553,0.900219857692719,9.54388618469238
-0.0808043107390404,0.903811156749725,9.52772521972656
-0.0640448927879334,0.917577803134918,9.49839687347412
-0.0556651912629604,0.902614057064056,9.48762321472168
-0.0694318488240242,0.908599555492401,9.45170974731445
-0.0778115540742874,0.941519796848297,9.4606876373291
-0.0808043107390404,0.948702394962311,9.43734455108643
-0.0658405497670174,0.939125597476959,9.41459941864014
-0.0915782153606415,0.96665894985199,9.47086334228516
-0.103549227118492,0.960673451423645,9.52353572845459
-0.120907187461853,0.942118346691132,9.49660110473633
-0.102352119982243,0.954089403152466,9.45051288604736
-0.0718260481953621,0.969053149223328,9.43255615234375
-0.0676361992955208,0.951096653938293,9.41579627990723
-0.0873883590102196,0.959476351737976,9.40083312988281
-0.0772130042314529,0.948103845119476,9.39604473114014
-0.17357961833477,0.91518360376358,9.42178249359131
-0.458489626646042,0.794276416301727,9.33439350128174
-0.0442927330732346,0.985812544822693,9.32421875
0.301669418811798,1.18692553043365,9.42716884613037
0.301669418811798,1.18692553043365,9.42716884613037
0.172382518649101,1.06541979312897,9.51455783843994
-0.0622492432594299,0.84216046333313,9.53191566467285
-0.0999579206109047,0.809838712215424,9.54209041595459
0.00957680679857731,0.873285055160522,9.63366889953613
0.0293289702385664,0.87029230594635,9.6588077545166
-0.029927521944046,0.858919858932495,9.61571216583252
-0.0412999801337719,0.864306807518005,9.59236907958984
-0.059855043888092,0.900219857692719,9.55705451965332
-0.0502782352268696,0.902015507221222,9.51395893096924
-0.0526724383234978,0.890643060207367,9.44991397857666
-0.0586579404771328,0.912789404392242,9.41280364990234
-0.0454898327589035,0.925358951091766,9.41699409484863
-0.0646434426307678,0.926556050777435,9.38048267364502
-0.0724245980381966,0.938527047634125,9.40083312988281
-0.0891840159893036,0.93254154920578,9.46487808227539
-0.101753570139408,0.919373452663422,9.50677680969238
-0.087986908853054,0.919373452663422,9.52114200592041
-0.0867898091673851,0.912789404392242,9.55825138092041
-0.102950669825077,0.910993754863739,9.54268932342529
-0.0849941596388817,0.908001005649567,9.53311252593994
-0.0700303986668587,0.903212606906891,9.52832412719727
-0.076015904545784,0.89243870973587,9.51934623718262
-0.0700303986668587,0.891241610050201,9.50917053222656
-0.0574608407914639,0.896628558635712,9.50258636474609
-0.0293289702385664,0.873883605003357,9.46487808227539
-0.029927521944046,0.881664752960205,9.45829391479492
-0.0365115776658058,0.882861852645874,9.47984123229981
-0.0323217213153839,0.879869103431702,9.47086334228516
-0.0323217213153839,0.878672003746033,9.49600219726563
-0.0520738884806633,0.896030008792877,9.51156520843506
-0.0550666376948357,0.890044510364533,9.50378322601318
-0.0622492432594299,0.906205356121063,9.50557899475098
-0.0664390996098518,0.902614057064056,9.47924327850342
-0.0664390996098518,0.902614057064056,9.47924327850342
-0.0784101039171219,0.906205356121063,9.47625064849854
-0.0712274983525276,0.912190854549408,9.46008968353272
-0.0849941596388817,0.930745899677277,9.45170974731445
-0.0640448927879334,0.920570552349091,9.42956352233887
-0.0718260481953621,0.927753150463104,9.41938781738281
-0.102950669825077,0.885256052017212,9.46727180480957
-0.0676361992955208,0.907402455806732,9.50737476348877
0.00239420169964433,0.92715460062027,9.52293682098389
-0.00418985309079289,0.898424208164215,9.52054309844971
-0.0353144742548466,0.918176352977753,9.48403167724609
-0.0532709881663322,0.938527047634125,9.49899482727051
-0.0484825856983662,0.952892303466797,9.47565174102783
-0.0694318488240242,0.930147349834442,9.47026443481445
-0.0861912593245506,0.92176765203476,9.45589923858643
-0.0945709645748138,0.92176765203476,9.49660110473633
-0.0652419999241829,0.936132848262787,9.54867458343506
-0.0568622909486294,0.924161851406097,9.51814842224121
-0.0401028767228127,0.912789404392242,9.48822116851807
-0.0287304203957319,0.927753150463104,9.48522853851318
-0.0239420160651207,0.917577803134918,9.43734455108643
-0.0574608407914639,0.918774902820587,9.41160678863525
-0.0706289485096931,0.934935748577118,9.42956352233887
-0.059855043888092,0.924161851406097,9.51874732971191
-0.0550666376948357,0.905008256435394,9.55585765838623
-0.0652419999241829,0.884058952331543,9.56603336334229
-0.00119710084982216,0.883460402488709,9.58817958831787
0.0484825856983662,0.906205356121063,9.55106925964356
0.035913024097681,0.878672003746033,9.53011989593506
-0.0197521634399891,0.852335810661316,9.5031852722168
